Date,Bond,Return_PD,Equity_Momentum,Masked_4,Curve_Slope,Curve_Level,Masked_1,303_Level,Masked_5,Value,302_6m_MA_change,304_Level,Carry,Skew,302_Level,302_1m_diff,301_Level,Yield,501_Level,Duration,201_Level,Beta
1990-05-31,7_10|SW,0.005179611,0.037429847,0.199216989,-0.23982,13.96694,0.2513471305,100.36,0.759232278,0.70133,-1.405,102.32,0.021087121,-0.1558466925,-1.37,-0.42,57.5,13.851,1.4,4.684192497,70.34,-1.37543934
1990-05-31,7_10|UK,0.009938893,0.025624422,0.277880743,-1.19062,13.59844333,0.332412227,99.37,1.489931566,1.5635,-0.316666667,102.1,-0.498208341,-0.323046002,0.81,-0.11,60.33,13.15451,6.7,5.18983999,82.14,-2.039706331
1990-05-31,7_10|US,0.004446463,0.039094891,0.098146,0.139304,9.055874333,0.085556657,99.81,0.778076937,-2.81093,0.21,101.55,0.075703566,-0.253101665,2.17,0.13,52.96,9.076974,5.2,5.684034819,62.12,-2.142344626
1990-06-30,10_15/10+|AU,0.00127445,-0.0494430715,0.285279453,-0.08992,14.08972,0.291312985,98.4,0.151017273,0.32993,0.001666667,101.96,-0.240496397,-0.155449793,0.16,-0.01,44.63,14.021,6.28,5.312562786,56.46,-1.43270573
1990-06-30,10_15/10+|CA,0.000576,0.075542144,-0.07654194,-1.16702,11.55281667,-0.093857339,98.17,0.506106833,-0.801,0.161666667,102.06,-0.334159648,0.121128887,-0.19,0.08,54.56,11.098,7.6,7.130337568,69.22,-2.482282144
1990-06-30,10_15/10+|DE,0.001535803,-0.106158416,0.056882991,0.04531,8.901007,0.059620194,101.4,0.42938777,0.32993,0.3,100.08,0.016935317,0.437602621,4.45,0.12,69.82,8.58,5.84,10.33339473,70.12,-1.43270573
1990-06-30,10_15/10+|JP,-0.00234819,0.107242568,-0.004423309,0.051577,6.581934,-0.010173311,101.96,0.028910694,0.32993,-0.071666667,101.7,-0.091648551,4.839332075,4.66,-0.02,78.24,6.477,2.1,10.78957947,103.44,-1.43270573
1990-06-30,10_15/10+|SW,-0.001834442,-0.166126894,0.0564905375,-0.39666,13.50255333,0.06355331,100.16,0.1540257995,0.32993,-1.175,102.18,0.011577626,-0.019006987,-1.7,-0.33,57.42,13.24,1.4,5.487460261,70.13,-1.43270573
1990-06-30,10_15/10+|UK,0.00384225,-0.054761262,0.058007382,-1.12129,12.43919667,0.081497684,99.43,0.054569091,0.61,-0.246666667,102.02,-0.481880878,-0.489338149,0.77,-0.04,60.44,12.001,6.8,6.713175881,82.88,-2.621156345
1990-06-30,10_15/10+|US,0.001856958,-0.044124881,0.028675984,0.208542,8.584553,0.028240749,99.73,0.157034326,-2.888,0.218333333,101.5,0.088554956,-0.09934806,2.24,0.07,53.02,8.906,5.4,8.963840196,61.98,-2.94272767
1990-06-30,1_3|AU,0.000141,-0.0494430715,0.699515154,-0.08992,14.08972,1.351520695,98.4,0.151017273,0.32993,0.001666667,101.96,-1.041881039,-0.121586194,0.16,-0.01,44.63,14.16214,6.28,1.511285795,56.46,-1.43270573
1990-06-30,1_3|CA,0.001932836,0.075542144,-0.149669301,-1.16702,11.55281667,-0.286506507,98.17,0.506106833,3.81877,0.161666667,102.06,-1.478200982,0.447087002,-0.19,0.08,54.56,12.15403,7.6,1.668030534,69.22,-0.923641844
1990-06-30,1_3|DE,0.001980143,-0.106158416,0.221348006,0.04531,8.901007,0.439507439,101.4,0.42938777,2.291068,0.3,100.08,0.696964595,1.956048846,4.45,0.12,69.82,8.840638,5.84,1.814699028,70.12,-0.426427745
1990-06-30,1_3|JP,-0.003004029,0.107242568,-0.152530396,0.051577,6.581934,-0.309288621,101.96,0.028910694,-0.015833,-0.071666667,101.7,-0.829795496,-0.147910243,4.66,-0.02,78.24,6.599498,2.1,1.799818507,103.44,-0.281550555
1990-06-30,1_3|SW,0.00403159,-0.166126894,0.0564905375,-0.39666,13.50255333,0.06355331,100.16,0.1540257995,0.32993,-1.175,102.18,0.73800793,-0.019006987,-1.7,-0.33,57.42,13.65944,1.4,2.086821825,70.13,-1.43270573
1990-06-30,1_3|UK,0.003440185,-0.054761262,-0.025628571,-1.12129,12.43919667,-0.059769947,99.43,0.054569091,1.63556,-0.246666667,102.02,-2.213058158,-0.880377068,0.77,-0.04,60.44,13.19801,6.8,1.696297259,82.88,-0.829956039
1990-06-30,1_3|US,0.002525543,-0.044124881,0.113550106,0.208542,8.584553,0.16702232,99.73,0.157034326,-1.406353,0.218333333,101.5,0.362789243,-0.443820168,2.24,0.07,53.02,8.444914,5.4,1.61773772,61.98,-0.614254504
1990-06-30,3_5|AU,0.0016467,-0.0494430715,0.52287701,-0.08992,14.08972,0.651538879,98.4,0.151017273,0.32993,0.001666667,101.96,-0.440279552,-0.070211687,0.16,-0.01,44.63,13.98137,6.28,2.946468658,56.46,-1.43270573
1990-06-30,3_5|CA,0.002094636,0.075542144,-0.115173789,-1.16702,11.55281667,-0.177598075,98.17,0.506106833,0.3713,0.161666667,102.06,-0.978626561,0.350780146,-0.19,0.08,54.56,11.6175,7.6,2.991381148,69.22,-1.445973521
1990-06-30,3_5|DE,0.001296134,-0.106158416,0.160776485,0.04531,8.901007,0.222361248,101.4,0.42938777,2.023951,0.3,100.08,0.30657712,1.598513513,4.45,0.12,69.82,8.975,5.84,3.307746731,70.12,-0.745645349
1990-06-30,3_5|JP,-0.003705321,0.107242568,-0.07195791,0.051577,6.581934,-0.055923873,101.96,0.028910694,-0.138811,-0.071666667,101.7,-0.305887697,0.439170581,4.66,-0.02,78.24,6.472877,2.1,3.284700683,103.44,-0.367467759
1990-06-30,3_5|SW,0.004618001,-0.166126894,0.0564905375,-0.39666,13.50255333,0.06355331,100.16,0.1540257995,0.32993,-1.175,102.18,0.149681304,-0.019006987,-1.7,-0.33,57.42,13.62881,1.4,3.011956211,70.13,-1.43270573
1990-06-30,3_5|UK,0.003834406,-0.054761262,0.054045808,-1.12129,12.43919667,0.153226624,99.43,0.054569091,0.51489,-0.246666667,102.02,-1.190969918,-1.013639877,0.77,-0.04,60.44,12.44156,6.8,3.135664227,82.88,-1.43270573
1990-06-30,3_5|US,0.002458134,-0.044124881,0.080102015,0.208542,8.584553,0.113362481,99.73,0.157034326,-2.186193,0.218333333,101.5,0.163989434,-0.151628031,2.24,0.07,53.02,8.590022,5.4,3.122227007,61.98,-1.171471978
1990-06-30,5_7|AU,0.001177364,-0.0494430715,0.399056924,-0.08992,14.08972,0.452492294,98.4,0.151017273,0.32993,0.001666667,101.96,-0.273585673,-0.23365876,0.16,-0.01,44.63,13.96695,6.28,3.94322955,56.46,-1.43270573
1990-06-30,5_7|CA,0.001959053,0.075542144,-0.101020603,-1.16702,11.55281667,-0.122338555,98.17,0.506106833,0.32993,0.161666667,102.06,-0.682372926,0.368706142,-0.19,0.08,54.56,11.37891,7.6,4.027993143,69.22,-1.911109073
1990-06-30,5_7|DE,0.001120199,-0.106158416,0.125769005,0.04531,8.901007,0.146715453,101.4,0.42938777,1.786575,0.3,100.08,0.195447559,1.050609219,4.45,0.12,69.82,9.019337,5.84,4.528669075,70.12,-1.134530056
1990-06-30,5_7|JP,-0.003529144,0.107242568,-0.027750574,0.051577,6.581934,0.026169261,101.96,0.028910694,-0.103109,-0.071666667,101.7,-0.125545299,1.028838614,4.66,-0.02,78.24,6.538589,2.1,4.801826161,103.44,-0.650643579
1990-06-30,5_7|SW,0.005030977,-0.166126894,0.0564905375,-0.39666,13.50255333,0.06355331,100.16,0.1540257995,0.32993,-1.175,102.18,0.059876106,-0.019006987,-1.7,-0.33,57.42,13.43,1.4,4.00863969,70.13,-1.43270573
1990-06-30,5_7|UK,0.004019874,-0.054761262,0.056098084,-1.12129,12.43919667,0.060259298,99.43,0.054569091,0.78476,-0.246666667,102.02,-0.853328605,-1.065303869,0.77,-0.04,60.44,12.22499,6.8,4.179351357,82.88,-1.699639127
1990-06-30,5_7|US,0.00205562,-0.044124881,0.059077852,0.208542,8.584553,0.066847322,99.73,0.157034326,-2.647177,0.218333333,101.5,0.100659805,0.014522868,2.24,0.07,53.02,8.63687,5.4,4.47045146,61.98,-1.609873435
1990-06-30,7_10|AU,0.000906,-0.0494430715,0.324902754,-0.08992,14.08972,0.346466989,98.4,0.151017273,0.32993,0.001666667,101.96,-0.112438957,-0.110551898,0.16,-0.01,44.63,14.116,6.28,4.702124082,56.46,-1.43270573
1990-06-30,7_10|CA,0.001091969,0.075542144,-0.079762895,-1.16702,11.55281667,-0.100630179,98.17,0.506106833,-0.54925,0.161666667,102.06,-0.547160573,0.294460429,-0.19,0.08,54.56,11.03397,7.6,5.42785126,69.22,-2.3063665
1990-06-30,7_10|DE,0.000688,-0.106158416,0.098742463,0.04531,8.901007,0.09964671,101.4,0.42938777,1.574378,0.3,100.08,0.064875816,0.753708587,4.45,0.12,69.82,8.897806,5.84,5.802255557,70.12,-1.887235104
1990-06-30,7_10|JP,-0.003250618,0.107242568,0.001126944,0.051577,6.581934,0.057734319,101.96,0.028910694,-0.271256,-0.071666667,101.7,-0.072517004,0.545781666,4.66,-0.02,78.24,6.605253,2.1,6.526687877,103.44,-1.225787066
1990-06-30,7_10|SW,0.005411883,-0.166126894,0.0564905375,-0.39666,13.50255333,0.06355331,100.16,0.1540257995,0.32993,-1.175,102.18,0.028008536,-0.019006987,-1.7,-0.33,57.42,13.321,1.4,4.667272615,70.13,-1.43270573
1990-06-30,7_10|UK,0.004486555,-0.054761262,0.063287031,-1.12129,12.43919667,0.150777113,99.43,0.054569091,0.39927,-0.246666667,102.02,-0.61571394,-0.962293041,0.77,-0.04,60.44,12.12761,6.8,5.211783605,82.88,-2.149644577
1990-06-30,7_10|US,0.001846911,-0.044124881,0.045502862,0.208542,8.584553,0.045494951,99.73,0.157034326,-2.718811,0.218333333,101.5,0.063469673,-0.052536842,2.24,0.07,53.02,8.642838,5.4,5.771056469,61.98,-1.96848998
1990-07-31,10_15/10+|AU,0.001808285,-0.0143079315,0.153898809,-0.08379,14.09466333,0.143914633,98.22,0.138187298,0.57493,-0.006666667,101.76,-0.285651568,-0.165450244,0.15,-0.01,44.64,13.842,6.5,5.247799777,71.125,-1.446548688
1990-07-31,10_15/10+|CA,0.000767,0.091289483,-0.059953042,-0.92273,11.25255667,-0.062217356,97.95,-0.009847447,0.058,0.14,101.84,-0.312158762,0.041696237,-0.17,0.02,54.49,11.017,7.8,7.112223186,69.37,-2.558113453
1990-07-31,10_15/10+|DE,0.001714446,-0.055260981,0.028352604,0.142764,8.808871667,0.029991304,101.53,0.134645826,0.57493,0.286666667,100.24,0.004381144,0.400678037,4.55,0.1,70.12,8.428,5.95,10.79610433,71.91,-1.446548688
1990-07-31,10_15/10+|JP,-0.002505444,0.169981834,-0.022078009,-0.034173,6.821398667,-0.02471098,101.94,0.108939697,0.57493,-0.073333333,102.03,-0.106378902,4.834489053,4.64,-0.02,78.48,6.715,2.1,10.60493917,104.15,-1.446548688
1990-07-31,10_15/10+|SW,-0.001646601,-0.118773071,-0.015895066,-0.49723,12.92141,-0.0003244075,99.98,0.049546125,0.57493,-0.95,102.02,0.501528185,0.03750532199999999,-1.97,-0.27,57.34,13.24,1.7,5.487460261,70.34,-1.446548688
1990-07-31,10_15/10+|UK,-0.001359804,0.002582776,-0.001694684,-1.19559,12.10104333,0.010703261,99.5,-0.398743535,0.62,-0.163333333,101.87,-0.523656121,-0.474543693,0.76,-0.01,60.56,11.507,6.7,6.916083156,83.3,-2.692577621
1990-07-31,10_15/10+|US,0.000364,-0.031198639,-0.004216978,0.201821,8.437058333,-0.005907304,99.56,-0.088145692,-1.87,0.121666667,101.39,0.068337967,-0.007705851,2.2,-0.04,53.04,8.718,5.4,9.003535871,62.16,-2.813427044
1990-07-31,1_3|AU,0.002071796,-0.0143079315,0.397789108,-0.08379,14.09466333,0.773758802,98.22,0.138187298,0.57493,-0.006666667,101.76,-1.112626842,-0.233576568,0.15,-0.01,44.64,14.06549,6.5,1.615490661,71.125,-1.446548688
1990-07-31,1_3|CA,0.003218482,0.091289483,-0.2949479,-0.92273,11.25255667,-0.587184396,97.95,-0.009847447,4.71739,0.14,101.84,-1.774784531,0.444639007,-0.17,0.02,54.49,11.81719,7.8,1.703649265,69.37,-0.923632784
1990-07-31,1_3|DE,0.001055073,-0.055260981,0.053030559,0.142764,8.808871667,0.105099575,101.53,0.134645826,2.53629,0.286666667,100.24,0.533228716,2.134448688,4.55,0.1,70.12,8.655724,5.95,1.831639353,71.91,-0.419696738
1990-07-31,1_3|JP,-0.00591944,0.169981834,-0.190402206,-0.034173,6.821398667,-0.39745366,101.94,0.108939697,0.431664,-0.073333333,102.03,-0.917753567,-0.179584872,4.64,-0.02,78.48,6.900453,2.1,1.743790285,104.15,-0.280849839
1990-07-31,1_3|SW,-0.000454,-0.118773071,-0.015895066,-0.49723,12.92141,-0.0003244075,99.98,0.049546125,0.57493,-0.95,102.02,0.616744212,0.03750532199999999,-1.97,-0.27,57.34,13.23306,1.7,2.028347552,70.34,-1.446548688
1990-07-31,1_3|UK,-0.000991,0.002582776,-0.25089155,-1.19559,12.10104333,-0.50875365,99.5,-0.398743535,1.69133,-0.163333333,101.87,-2.557479414,-0.905237318,0.76,-0.01,60.56,12.77488,6.7,1.620733613,83.3,-0.820076387
1990-07-31,1_3|US,0.003008151,-0.031198639,-0.039958626,0.201821,8.437058333,-0.113303608,99.56,-0.088145692,-0.295703,0.121666667,101.39,0.189750209,-0.230560871,2.2,-0.04,53.04,8.239465,5.4,1.646272958,62.16,-0.589356316
1990-07-31,3_5|AU,0.002357614,-0.0143079315,0.327599749,-0.08379,14.09466333,0.41085929,98.22,0.138187298,0.57493,-0.006666667,101.76,-0.45516842,-0.0975772,0.15,-0.01,44.64,13.82115,6.5,3.235858567,71.125,-1.446548688
1990-07-31,3_5|CA,0.003787871,0.091289483,-0.137890584,-0.92273,11.25255667,-0.098506022,97.95,-0.009847447,0.92689,0.14,101.84,-0.897935094,0.312200239,-0.17,0.02,54.49,11.35727,7.8,3.052475082,69.37,-1.463261167
1990-07-31,3_5|DE,0.001920013,-0.055260981,0.068278558,0.142764,8.808871667,0.130934733,101.53,0.134645826,2.206561,0.286666667,100.24,0.293782599,1.665192274,4.55,0.1,70.12,8.848874,5.95,3.349800385,71.91,-0.741010384
1990-07-31,3_5|JP,-0.004733726,0.169981834,-0.088804156,-0.034173,6.821398667,-0.07027603,101.94,0.108939697,0.330721,-0.073333333,102.03,-0.316230595,0.40318069,4.64,-0.02,78.48,6.810273,2.1,3.245097984,104.15,-0.360957736
1990-07-31,3_5|SW,-0.000371,-0.118773071,-0.015895066,-0.49723,12.92141,-0.0003244075,99.98,0.049546125,0.57493,-0.95,102.02,0.147691683,0.03750532199999999,-1.97,-0.27,57.34,13.15096,1.7,2.964878955,70.34,-1.446548688
1990-07-31,3_5|UK,-0.001624268,0.002582776,-0.047578895,-1.19559,12.10104333,0.019554683,99.5,-0.398743535,0.57493,-0.163333333,101.87,-1.251804787,-0.991709494,0.76,-0.01,60.56,11.99893,6.7,3.170591474,83.3,-1.446548688
1990-07-31,3_5|US,0.002818464,-0.031198639,-0.013743094,0.201821,8.437058333,-0.002462494,99.56,-0.088145692,-1.029919,0.121666667,101.39,0.099488286,0.033314407,2.2,-0.04,53.04,8.371305,5.4,3.142117865,62.16,-1.122305239
1990-07-31,5_7|AU,0.002864863,-0.0143079315,0.229157798,-0.08379,14.09466333,0.268949212,98.22,0.138187298,0.57493,-0.006666667,101.76,-0.308064843,-0.29065533,0.15,-0.01,44.64,13.81862,6.5,3.98558554,71.125,-1.446548688
1990-07-31,5_7|CA,0.003209896,0.091289483,-0.111790681,-0.92273,11.25255667,-0.10756358,97.95,-0.009847447,0.87162,0.14,101.84,-0.67226415,0.310518274,-0.17,0.02,54.49,11.15661,7.8,3.983123237,69.37,-1.942815721
1990-07-31,5_7|DE,0.002168845,-0.055260981,0.057224881,0.142764,8.808871667,0.081757298,101.53,0.134645826,1.895271,0.286666667,100.24,0.186929787,1.136000782,4.55,0.1,70.12,8.910682,5.95,4.640168354,71.91,-1.122192471
1990-07-31,5_7|JP,-0.003859705,0.169981834,-0.051892286,-0.034173,6.821398667,-0.032079606,101.94,0.108939697,0.294041,-0.073333333,102.03,-0.142038054,1.010271417,4.64,-0.02,78.48,6.86808,2.1,4.761042883,104.15,-0.643953802
1990-07-31,5_7|SW,-0.001148398,-0.118773071,-0.015895066,-0.49723,12.92141,-0.0003244075,99.98,0.049546125,0.57493,-0.95,102.02,-0.03037373,0.03750532199999999,-1.97,-0.27,57.34,12.925,1.7,3.974319238,70.34,-1.446548688
1990-07-31,5_7|UK,-0.001723849,0.002582776,-0.037424343,-1.19559,12.10104333,-0.034763142,99.5,-0.398743535,0.60106,-0.163333333,101.87,-0.90295012,-1.008225439,0.76,-0.01,60.56,11.77474,6.7,4.189541208,83.3,-1.759806693
1990-07-31,5_7|US,0.002159891,-0.031198639,-0.004999176,0.201821,8.437058333,0.006228414,99.56,-0.088145692,-1.51724,0.121666667,101.39,0.070062904,0.059726662,2.2,-0.04,53.04,8.444789,5.4,4.489875734,62.16,-1.563706542
1990-07-31,7_10|AU,0.001940717,-0.0143079315,0.183795864,-0.08379,14.09466333,0.201232475,98.22,0.138187298,0.57493,-0.006666667,101.76,-0.131787269,-0.10336916,0.15,-0.01,44.64,13.982,6.5,4.688244806,71.125,-1.446548688
1990-07-31,7_10|CA,0.002042721,0.091289483,-0.076348971,-0.92273,11.25255667,-0.07510641,97.95,-0.009847447,0.16666,0.14,101.84,-0.539075997,0.243863189,-0.17,0.02,54.49,10.87422,7.8,5.43845426,69.37,-2.381464096
1990-07-31,7_10|DE,0.002070137,-0.055260981,0.050259031,0.142764,8.808871667,0.056059921,101.53,0.134645826,1.712054,0.286666667,100.24,0.067336285,0.777340309,4.55,0.1,70.12,8.810509,5.95,5.817594328,71.91,-1.890020003
1990-07-31,7_10|JP,-0.00254891,0.169981834,-0.032175679,-0.034173,6.821398667,-0.017950239,101.94,0.108939697,0.104491,-0.073333333,102.03,-0.126512499,0.492184851,4.64,-0.02,78.48,6.889701,2.1,6.469540018,104.15,-1.242013848
1990-07-31,7_10|SW,-0.001423756,-0.118773071,-0.015895066,-0.49723,12.92141,-0.0003244075,99.98,0.049546125,0.57493,-0.95,102.02,-0.045690385,0.03750532199999999,-1.97,-0.27,57.34,12.757,1.7,4.852913788,70.34,-1.446548688
1990-07-31,7_10|UK,-0.002042203,0.002582776,-0.018047038,-1.19559,12.10104333,0.026274728,99.5,-0.398743535,0.63174,-0.163333333,101.87,-0.690502795,-0.936778417,0.76,-0.01,60.56,11.63933,6.7,5.256545652,83.3,-2.227628437
1990-07-31,7_10|US,0.001219104,-0.031198639,-0.002182193,0.201821,8.437058333,0.001813679,99.56,-0.088145692,-1.493882,0.121666667,101.39,0.040519622,-0.017237321,2.2,-0.04,53.04,8.466632,5.4,5.827141679,62.16,-1.90082404
1990-08-31,10_15/10+|AU,-0.003483691,-0.0274661625,0.072342731,0.02396,13.65493,0.057309027,98.03,-0.316664141,0.65347,-0.033333333,101.54,-0.284761804,-0.186657909,0.12,-0.03,44.64,13.594,6.61,5.462700263,71.175,-1.422548923
1990-08-31,10_15/10+|CA,-0.002265313,0.039694412,-0.015636889,-0.77829,11.0357,-0.001329306,97.69,-0.416174015,-0.092,0.02,101.57,-0.263486834,0.045498672,-0.26,-0.09,54.39,10.894,7.6,7.189393724,69.47,-2.560987177
